# ts_ms	idx	fc_type	fc_subtype	len	alive	poc
1780261093193	11	0	0x0b	58	1	-
1780261093193	12	0	0x00	80	1	-
1780261093193	13	0	0x00	80	1	-
1780261093193	14	0	0x00	327	1	-
1780261093193	15	0	0x00	90	1	-
1780261093194	16	0	0x00	70	1	-
1780261093194	17	0	0x00	90	1	-
1780261093204	0	0	0x08	101	1	-
1780261093204	1	0	0x08	101	1	-
1780261093204	2	0	0x08	348	1	-
1780261093204	3	0	0x08	111	1	-
1780261093204	4	0	0x08	91	1	-
1780261093204	5	0	0x08	111	1	-
1780261093204	6	0	0x0b	48	1	-
1780261093204	7	0	0x0b	48	1	-
1780261093204	8	0	0x0b	287	1	-
1780261093204	9	0	0x0b	66	1	-
1780261093204	10	0	0x0b	30	1	-
1780261093204	11	0	0x0b	58	1	-
1780261093204	12	0	0x00	80	1	-
1780261093204	13	0	0x00	80	1	-
1780261093204	14	0	0x00	327	1	-
1780261093204	15	0	0x00	90	1	-
1780261093204	16	0	0x00	70	1	-
1780261093204	17	0	0x00	90	1	-
1780261093214	0	0	0x08	101	1	-
1780261093214	1	0	0x08	101	1	-
1780261093214	2	0	0x08	348	1	-
1780261093214	3	0	0x08	111	1	-
1780261093214	4	0	0x08	91	1	-
1780261093214	5	0	0x08	111	1	-
1780261093214	6	0	0x0b	48	1	-
1780261093214	7	0	0x0b	48	1	-
1780261093214	8	0	0x0b	287	1	-
1780261093214	9	0	0x0b	66	1	-
1780261093214	10	0	0x0b	30	1	-
1780261093214	11	0	0x0b	58	1	-
1780261093214	12	0	0x00	80	1	-
1780261093214	13	0	0x00	80	1	-
1780261093214	14	0	0x00	327	1	-
1780261093214	15	0	0x00	90	1	-
1780261093214	16	0	0x00	70	1	-
1780261093214	17	0	0x00	90	1	-
1780261093224	0	0	0x08	101	1	-
1780261093224	1	0	0x08	101	1	-
1780261093224	2	0	0x08	348	1	-
1780261093224	3	0	0x08	111	1	-
1780261093224	4	0	0x08	91	1	-
1780261093225	5	0	0x08	111	1	-
1780261093225	6	0	0x0b	48	1	-
1780261093225	7	0	0x0b	48	1	-
1780261093225	8	0	0x0b	287	1	-
1780261093225	9	0	0x0b	66	1	-
1780261093225	10	0	0x0b	30	1	-
1780261093225	11	0	0x0b	58	1	-
1780261093225	12	0	0x00	80	1	-
1780261093225	13	0	0x00	80	1	-
1780261093225	14	0	0x00	327	1	-
1780261093225	15	0	0x00	90	1	-
1780261093225	16	0	0x00	70	1	-
1780261093225	17	0	0x00	90	1	-
1780261093235	0	0	0x08	101	1	-
1780261093235	1	0	0x08	101	1	-
1780261093235	2	0	0x08	348	1	-
1780261093235	3	0	0x08	111	1	-
1780261093235	4	0	0x08	91	1	-
1780261093235	5	0	0x08	111	1	-
1780261093235	6	0	0x0b	48	1	-
1780261093235	7	0	0x0b	48	1	-
1780261093235	8	0	0x0b	287	1	-
1780261093235	9	0	0x0b	66	1	-
1780261093235	10	0	0x0b	30	1	-
1780261093235	11	0	0x0b	58	1	-
1780261093235	12	0	0x00	80	1	-
1780261093235	13	0	0x00	80	1	-
1780261093235	14	0	0x00	327	1	-
1780261093235	15	0	0x00	90	1	-
1780261093235	16	0	0x00	70	1	-
1780261093235	17	0	0x00	90	1	-
1780261093245	0	0	0x08	101	1	-
1780261093245	1	0	0x08	101	1	-
1780261093245	2	0	0x08	348	1	-
1780261093245	3	0	0x08	111	1	-
1780261093245	4	0	0x08	91	1	-
1780261093245	5	0	0x08	111	1	-
1780261093245	6	0	0x0b	48	1	-
1780261093245	7	0	0x0b	48	1	-
1780261093245	8	0	0x0b	287	1	-
1780261093245	9	0	0x0b	66	1	-
1780261093245	10	0	0x0b	30	1	-
1780261093245	11	0	0x0b	58	1	-
1780261093245	12	0	0x00	80	1	-
1780261093245	13	0	0x00	80	1	-
1780261093245	14	0	0x00	327	1	-
1780261093245	15	0	0x00	90	1	-
1780261093245	16	0	0x00	70	1	-
1780261093245	17	0	0x00	90	1	-
1780261093255	0	0	0x08	101	1	-
1780261093255	1	0	0x08	101	1	-
1780261093256	2	0	0x08	348	1	-
1780261093256	3	0	0x08	111	1	-
1780261093256	4	0	0x08	91	1	-
1780261093256	5	0	0x08	111	1	-
1780261093256	6	0	0x0b	48	1	-
1780261093256	7	0	0x0b	48	1	-
1780261093256	8	0	0x0b	287	1	-
1780261093256	9	0	0x0b	66	1	-
1780261093256	10	0	0x0b	30	1	-
1780261093256	11	0	0x0b	58	1	-
1780261093256	12	0	0x00	80	1	-
1780261093256	13	0	0x00	80	1	-
1780261093256	14	0	0x00	327	1	-
1780261093256	15	0	0x00	90	1	-
1780261093256	16	0	0x00	70	1	-
1780261093256	17	0	0x00	90	1	-
1780261093266	0	0	0x08	101	1	-
1780261093266	1	0	0x08	101	1	-
1780261093266	2	0	0x08	348	1	-
1780261093266	3	0	0x08	111	1	-
1780261093266	4	0	0x08	91	1	-
1780261093266	5	0	0x08	111	1	-
1780261093266	6	0	0x0b	48	1	-
1780261093266	7	0	0x0b	48	1	-
1780261093266	8	0	0x0b	287	1	-
1780261093266	9	0	0x0b	66	1	-
1780261093266	10	0	0x0b	30	1	-
1780261093266	11	0	0x0b	58	1	-
1780261093266	12	0	0x00	80	1	-
1780261093266	13	0	0x00	80	1	-
1780261093266	14	0	0x00	327	1	-
1780261093266	15	0	0x00	90	1	-
1780261093266	16	0	0x00	70	1	-
1780261093266	17	0	0x00	90	1	-
1780261093276	0	0	0x08	101	1	-
1780261093276	1	0	0x08	101	1	-
1780261093276	2	0	0x08	348	1	-
1780261093276	3	0	0x08	111	1	-
1780261093276	4	0	0x08	91	1	-
1780261093276	5	0	0x08	111	1	-
1780261093276	6	0	0x0b	48	1	-
1780261093276	7	0	0x0b	48	1	-
1780261093276	8	0	0x0b	287	1	-
1780261093276	9	0	0x0b	66	1	-
1780261093276	10	0	0x0b	30	1	-
1780261093276	11	0	0x0b	58	1	-
1780261093276	12	0	0x00	80	1	-
1780261093276	13	0	0x00	80	1	-
1780261093276	14	0	0x00	327	1	-
1780261093276	15	0	0x00	90	1	-
1780261093276	16	0	0x00	70	1	-
1780261093276	17	0	0x00	90	1	-
1780261093286	0	0	0x08	101	1	-
1780261093287	1	0	0x08	101	1	-
1780261093287	2	0	0x08	348	1	-
1780261093287	3	0	0x08	111	1	-
1780261093287	4	0	0x08	91	1	-
1780261093287	5	0	0x08	111	1	-
1780261093287	6	0	0x0b	48	1	-
1780261093287	7	0	0x0b	48	1	-
1780261093287	8	0	0x0b	287	1	-
1780261093287	9	0	0x0b	66	1	-
1780261093287	10	0	0x0b	30	1	-
1780261093287	11	0	0x0b	58	1	-
1780261093287	12	0	0x00	80	1	-
1780261093287	13	0	0x00	80	1	-
1780261093287	14	0	0x00	327	1	-
1780261093287	15	0	0x00	90	1	-
1780261093287	16	0	0x00	70	1	-
1780261093287	17	0	0x00	90	1	-
1780261093297	0	0	0x08	101	1	-
1780261093297	1	0	0x08	101	1	-
1780261093297	2	0	0x08	348	1	-
1780261093297	3	0	0x08	111	1	-
1780261093297	4	0	0x08	91	1	-
1780261093297	5	0	0x08	111	1	-
1780261093297	6	0	0x0b	48	1	-
1780261093297	7	0	0x0b	48	1	-
1780261093297	8	0	0x0b	287	1	-
1780261093297	9	0	0x0b	66	1	-
1780261093297	10	0	0x0b	30	1	-
1780261093297	11	0	0x0b	58	1	-
1780261093297	12	0	0x00	80	1	-
1780261093297	13	0	0x00	80	1	-
1780261093297	14	0	0x00	327	1	-
1780261093297	15	0	0x00	90	1	-
1780261093297	16	0	0x00	70	1	-
1780261093297	17	0	0x00	90	1	-
1780261093307	0	0	0x08	101	1	-
1780261093307	1	0	0x08	101	1	-
1780261093307	2	0	0x08	348	1	-
1780261093307	3	0	0x08	111	1	-
1780261093307	4	0	0x08	91	1	-
1780261093307	5	0	0x08	111	1	-
1780261093307	6	0	0x0b	48	1	-
1780261093307	7	0	0x0b	48	1	-
1780261093307	8	0	0x0b	287	1	-
1780261093307	9	0	0x0b	66	1	-
1780261093307	10	0	0x0b	30	1	-
1780261093307	11	0	0x0b	58	1	-
1780261093307	12	0	0x00	80	1	-
1780261093307	13	0	0x00	80	1	-
1780261093307	14	0	0x00	327	1	-
1780261093307	15	0	0x00	90	1	-
1780261093307	16	0	0x00	70	1	-
1780261093307	17	0	0x00	90	1	-
1780261093317	0	0	0x08	101	1	-
1780261093317	1	0	0x08	101	1	-
1780261093317	2	0	0x08	348	1	-
1780261093318	3	0	0x08	111	1	-
1780261093318	4	0	0x08	91	1	-
1780261093318	5	0	0x08	111	1	-
1780261093318	6	0	0x0b	48	1	-
1780261093318	7	0	0x0b	48	1	-
1780261093318	8	0	0x0b	287	1	-
1780261093318	9	0	0x0b	66	1	-
1780261093318	10	0	0x0b	30	1	-
1780261093318	11	0	0x0b	58	1	-
1780261093318	12	0	0x00	80	1	-
1780261093318	13	0	0x00	80	1	-
1780261093318	14	0	0x00	327	1	-
1780261093318	15	0	0x00	90	1	-
1780261093318	16	0	0x00	70	1	-
1780261093318	17	0	0x00	90	1	-
1780261093328	0	0	0x08	101	1	-
1780261093328	1	0	0x08	101	1	-
1780261093328	2	0	0x08	348	1	-
1780261093328	3	0	0x08	111	1	-
1780261093328	4	0	0x08	91	1	-
1780261093328	5	0	0x08	111	1	-
1780261093328	6	0	0x0b	48	1	-
1780261093328	7	0	0x0b	48	1	-
1780261093328	8	0	0x0b	287	1	-
1780261093328	9	0	0x0b	66	1	-
1780261093328	10	0	0x0b	30	1	-
1780261093328	11	0	0x0b	58	1	-
1780261093328	12	0	0x00	80	1	-
1780261093328	13	0	0x00	80	1	-
1780261093328	14	0	0x00	327	1	-
1780261093328	15	0	0x00	90	1	-
1780261093328	16	0	0x00	70	1	-
1780261093328	17	0	0x00	90	1	-
1780261093338	0	0	0x08	101	1	-
1780261093338	1	0	0x08	101	1	-
1780261093338	2	0	0x08	348	1	-
1780261093338	3	0	0x08	111	1	-
1780261093338	4	0	0x08	91	1	-
1780261093338	5	0	0x08	111	1	-
1780261093338	6	0	0x0b	48	1	-
1780261093338	7	0	0x0b	48	1	-
1780261093338	8	0	0x0b	287	1	-
1780261093338	9	0	0x0b	66	1	-
1780261093338	10	0	0x0b	30	1	-
1780261093338	11	0	0x0b	58	1	-
1780261093338	12	0	0x00	80	1	-
1780261093338	13	0	0x00	80	1	-
1780261093338	14	0	0x00	327	1	-
1780261093338	15	0	0x00	90	1	-
1780261093338	16	0	0x00	70	1	-
1780261093338	17	0	0x00	90	1	-
1780261093348	0	0	0x08	101	1	-
1780261093348	1	0	0x08	101	1	-
1780261093348	2	0	0x08	348	1	-
1780261093348	3	0	0x08	111	1	-
1780261093348	4	0	0x08	91	1	-
1780261093349	5	0	0x08	111	1	-
1780261093349	6	0	0x0b	48	1	-
1780261093349	7	0	0x0b	48	1	-
1780261093349	8	0	0x0b	287	1	-
1780261093349	9	0	0x0b	66	1	-
1780261093349	10	0	0x0b	30	1	-
1780261093349	11	0	0x0b	58	1	-
1780261093349	12	0	0x00	80	1	-
1780261093349	13	0	0x00	80	1	-
1780261093349	14	0	0x00	327	1	-
1780261093349	15	0	0x00	90	1	-
1780261093349	16	0	0x00	70	1	-
1780261093349	17	0	0x00	90	1	-
1780261093359	0	0	0x08	101	1	-
1780261093359	1	0	0x08	101	1	-
1780261093359	2	0	0x08	348	1	-
1780261093359	3	0	0x08	111	1	-
1780261093359	4	0	0x08	91	1	-
1780261093359	5	0	0x08	111	1	-
1780261093359	6	0	0x0b	48	1	-
1780261093359	7	0	0x0b	48	1	-
1780261093359	8	0	0x0b	287	1	-
1780261093359	9	0	0x0b	66	1	-
1780261093359	10	0	0x0b	30	1	-
1780261093359	11	0	0x0b	58	1	-
1780261093359	12	0	0x00	80	1	-
1780261093359	13	0	0x00	80	1	-
1780261093359	14	0	0x00	327	1	-
1780261093359	15	0	0x00	90	1	-
1780261093359	16	0	0x00	70	1	-
1780261093359	17	0	0x00	90	1	-
1780261093369	0	0	0x08	101	1	-
1780261093369	1	0	0x08	101	1	-
1780261093369	2	0	0x08	348	1	-
1780261093369	3	0	0x08	111	1	-
1780261093372	4	0	0x08	91	1	-
1780261093372	5	0	0x08	111	1	-
1780261093377	6	0	0x0b	48	1	-
1780261093377	7	0	0x0b	48	1	-
1780261093381	8	0	0x0b	287	1	-
1780261093381	9	0	0x0b	66	1	-
1780261093382	10	0	0x0b	30	1	-
1780261093382	11	0	0x0b	58	1	-
1780261093387	12	0	0x00	80	1	-
1780261093387	13	0	0x00	80	1	-
1780261093387	14	0	0x00	327	1	-
1780261093391	15	0	0x00	90	1	-
1780261093394	16	0	0x00	70	1	-
1780261093394	17	0	0x00	90	1	-
1780261093404	0	0	0x08	101	1	-
1780261093404	1	0	0x08	101	1	-
1780261093412	2	0	0x08	348	1	-
1780261093412	3	0	0x08	111	1	-
1780261093418	4	0	0x08	91	1	-
1780261093418	5	0	0x08	111	1	-
1780261093423	6	0	0x0b	48	1	-
1780261093423	7	0	0x0b	48	1	-
1780261093425	8	0	0x0b	287	1	-
1780261093425	9	0	0x0b	66	1	-
1780261093427	10	0	0x0b	30	1	-
1780261093427	11	0	0x0b	58	1	-
1780261093431	12	0	0x00	80	1	-
1780261093431	13	0	0x00	80	1	-
1780261093431	14	0	0x00	327	1	-
1780261093435	15	0	0x00	90	1	-
1780261093440	16	0	0x00	70	1	-
1780261093440	17	0	0x00	90	1	-
1780261093450	0	0	0x08	101	1	-
1780261093450	1	0	0x08	101	1	-
1780261093452	2	0	0x08	348	1	-
1780261093452	3	0	0x08	111	1	-
1780261093456	4	0	0x08	91	1	-
1780261093456	5	0	0x08	111	1	-
1780261093460	6	0	0x0b	48	1	-
1780261093460	7	0	0x0b	48	1	-
1780261093463	8	0	0x0b	287	1	-
1780261093463	9	0	0x0b	66	1	-
1780261093465	10	0	0x0b	30	1	-
1780261093465	11	0	0x0b	58	1	-
1780261093469	12	0	0x00	80	1	-
1780261093469	13	0	0x00	80	1	-
1780261093469	14	0	0x00	327	1	-
1780261093473	15	0	0x00	90	1	-
1780261093477	16	0	0x00	70	1	-
1780261093477	17	0	0x00	90	1	-
1780261093487	0	0	0x08	101	1	-
1780261093487	1	0	0x08	101	1	-
1780261093489	2	0	0x08	348	1	-
1780261093489	3	0	0x08	111	1	-
1780261093494	4	0	0x08	91	1	-
1780261093494	5	0	0x08	111	1	-
1780261093499	6	0	0x0b	48	1	-
1780261093499	7	0	0x0b	48	1	-
1780261093502	8	0	0x0b	287	1	-
1780261093502	9	0	0x0b	66	1	-
1780261093506	10	0	0x0b	30	1	-
1780261093506	11	0	0x0b	58	1	-
1780261093515	12	0	0x00	80	1	-
1780261093515	13	0	0x00	80	1	-
1780261093515	14	0	0x00	327	1	-
1780261093518	15	0	0x00	90	1	-
1780261093521	16	0	0x00	70	1	-
1780261093522	17	0	0x00	90	1	-
1780261093532	0	0	0x08	101	1	-
1780261093532	1	0	0x08	101	1	-
1780261093533	2	0	0x08	348	1	-
1780261093533	3	0	0x08	111	1	-
1780261093538	4	0	0x08	91	1	-
1780261093538	5	0	0x08	111	1	-
1780261093543	6	0	0x0b	48	1	-
1780261093543	7	0	0x0b	48	1	-
1780261093546	8	0	0x0b	287	1	-
1780261093546	9	0	0x0b	66	1	-
1780261093548	10	0	0x0b	30	1	-
1780261093548	11	0	0x0b	58	1	-
1780261093552	12	0	0x00	80	1	-
1780261093552	13	0	0x00	80	1	-
1780261093552	14	0	0x00	327	1	-
1780261093556	15	0	0x00	90	1	-
1780261093560	16	0	0x00	70	1	-
1780261093560	17	0	0x00	90	1	-
1780261093570	0	0	0x08	101	1	-
1780261093570	1	0	0x08	101	1	-
1780261093573	2	0	0x08	348	1	-
1780261093573	3	0	0x08	111	1	-
1780261093578	4	0	0x08	91	1	-
1780261093578	5	0	0x08	111	1	-
1780261093583	6	0	0x0b	48	1	-
1780261093583	7	0	0x0b	48	1	-
1780261093585	8	0	0x0b	287	1	-
1780261093585	9	0	0x0b	66	1	-
1780261093586	10	0	0x0b	30	1	-
1780261093586	11	0	0x0b	58	1	-
1780261093590	12	0	0x00	80	1	-
1780261093590	13	0	0x00	80	1	-
1780261093590	14	0	0x00	327	1	-
1780261093595	15	0	0x00	90	1	-
1780261093598	16	0	0x00	70	1	-
1780261093598	17	0	0x00	90	1	-
1780261093609	0	0	0x08	101	1	-
1780261093609	1	0	0x08	101	1	-
1780261093616	2	0	0x08	348	1	-
1780261093616	3	0	0x08	111	1	-
1780261093621	4	0	0x08	91	1	-
1780261093621	5	0	0x08	111	1	-
1780261093626	6	0	0x0b	48	1	-
1780261093626	7	0	0x0b	48	1	-
1780261093630	8	0	0x0b	287	1	-
1780261093630	9	0	0x0b	66	1	-
1780261093632	10	0	0x0b	30	1	-
1780261093632	11	0	0x0b	58	1	-
1780261093635	12	0	0x00	80	1	-
1780261093635	13	0	0x00	80	1	-
1780261093635	14	0	0x00	327	1	-
1780261093639	15	0	0x00	90	1	-
1780261093643	16	0	0x00	70	1	-
1780261093643	17	0	0x00	90	1	-
1780261093653	0	0	0x08	101	1	-
1780261093653	1	0	0x08	101	1	-
1780261093655	2	0	0x08	348	1	-
1780261093655	3	0	0x08	111	1	-
1780261093660	4	0	0x08	91	1	-
1780261093660	5	0	0x08	111	1	-
1780261093665	6	0	0x0b	48	1	-
1780261093665	7	0	0x0b	48	1	-
1780261093669	8	0	0x0b	287	1	-
1780261093669	9	0	0x0b	66	1	-
1780261093670	10	0	0x0b	30	1	-
1780261093670	11	0	0x0b	58	1	-
1780261093675	12	0	0x00	80	1	-
1780261093675	13	0	0x00	80	1	-
1780261093675	14	0	0x00	327	1	-
1780261093679	15	0	0x00	90	1	-
1780261093682	16	0	0x00	70	1	-
1780261093682	17	0	0x00	90	1	-
1780261093692	0	0	0x08	101	1	-
1780261093692	1	0	0x08	101	1	-
1780261093693	2	0	0x08	348	1	-
1780261093693	3	0	0x08	111	1	-
1780261093698	4	0	0x08	91	1	-
1780261093698	5	0	0x08	111	1	-
1780261093704	6	0	0x0b	48	1	-
1780261093704	7	0	0x0b	48	1	-
1780261093711	8	0	0x0b	287	1	-
1780261093711	9	0	0x0b	66	1	-
1780261093711	10	0	0x0b	30	1	-
1780261093711	11	0	0x0b	58	1	-
1780261093719	12	0	0x00	80	1	-
1780261093719	13	0	0x00	80	1	-
1780261093719	14	0	0x00	327	1	-
1780261093723	15	0	0x00	90	1	-
1780261093726	16	0	0x00	70	1	-
1780261093726	17	0	0x00	90	1	-
1780261093736	0	0	0x08	101	1	-
1780261093736	1	0	0x08	101	1	-
1780261093738	2	0	0x08	348	1	-
1780261093738	3	0	0x08	111	1	-
1780261093741	4	0	0x08	91	1	-
1780261093741	5	0	0x08	111	1	-
1780261093746	6	0	0x0b	48	1	-
1780261093746	7	0	0x0b	48	1	-
1780261093748	8	0	0x0b	287	1	-
1780261093748	9	0	0x0b	66	1	-
1780261093750	10	0	0x0b	30	1	-
1780261093750	11	0	0x0b	58	1	-
1780261093754	12	0	0x00	80	1	-
1780261093754	13	0	0x00	80	1	-
1780261093754	14	0	0x00	327	1	-
1780261093758	15	0	0x00	90	1	-
1780261093761	16	0	0x00	70	1	-
1780261093762	17	0	0x00	90	1	-
1780261093772	0	0	0x08	101	1	-
1780261093772	1	0	0x08	101	1	-
1780261093773	2	0	0x08	348	1	-
1780261093773	3	0	0x08	111	1	-
1780261093777	4	0	0x08	91	1	-
1780261093777	5	0	0x08	111	1	-
1780261093783	6	0	0x0b	48	1	-
1780261093783	7	0	0x0b	48	1	-
1780261093786	8	0	0x0b	287	1	-
1780261093786	9	0	0x0b	66	1	-
1780261093788	10	0	0x0b	30	1	-
1780261093788	11	0	0x0b	58	1	-
1780261093791	12	0	0x00	80	1	-
1780261093791	13	0	0x00	80	1	-
1780261093791	14	0	0x00	327	1	-
1780261093795	15	0	0x00	90	1	-
1780261093800	16	0	0x00	70	1	-
1780261093800	17	0	0x00	90	1	-
1780261093810	0	0	0x08	101	1	-
1780261093810	1	0	0x08	101	1	-
1780261093819	2	0	0x08	348	1	-
1780261093819	3	0	0x08	111	1	-
1780261093825	4	0	0x08	91	1	-
1780261093825	5	0	0x08	111	1	-
1780261093831	6	0	0x0b	48	1	-
1780261093831	7	0	0x0b	48	1	-
1780261093834	8	0	0x0b	287	1	-
1780261093834	9	0	0x0b	66	1	-
1780261093835	10	0	0x0b	30	1	-
1780261093835	11	0	0x0b	58	1	-
1780261093839	12	0	0x00	80	1	-
1780261093839	13	0	0x00	80	1	-
1780261093839	14	0	0x00	327	1	-
1780261093843	15	0	0x00	90	1	-
1780261093847	16	0	0x00	70	1	-
1780261093847	17	0	0x00	90	1	-
1780261093857	0	0	0x08	101	1	-
1780261093857	1	0	0x08	101	1	-
1780261093858	2	0	0x08	348	1	-
1780261093858	3	0	0x08	111	1	-
1780261093863	4	0	0x08	91	1	-
1780261093863	5	0	0x08	111	1	-
1780261093869	6	0	0x0b	48	1	-
1780261093869	7	0	0x0b	48	1	-
1780261093873	8	0	0x0b	287	1	-
1780261093873	9	0	0x0b	66	1	-
1780261093874	10	0	0x0b	30	1	-
1780261093874	11	0	0x0b	58	1	-
1780261093878	12	0	0x00	80	1	-
1780261093878	13	0	0x00	80	1	-
1780261093878	14	0	0x00	327	1	-
1780261093882	15	0	0x00	90	1	-
1780261093885	16	0	0x00	70	1	-
1780261093885	17	0	0x00	90	1	-
1780261093895	0	0	0x08	101	1	-
1780261093895	1	0	0x08	101	1	-
1780261093898	2	0	0x08	348	1	-
1780261093898	3	0	0x08	111	1	-
1780261093903	4	0	0x08	91	1	-
1780261093903	5	0	0x08	111	1	-
1780261093908	6	0	0x0b	48	1	-
1780261093908	7	0	0x0b	48	1	-
1780261093911	8	0	0x0b	287	1	-
1780261093911	9	0	0x0b	66	1	-
1780261093916	10	0	0x0b	30	1	-
1780261093916	11	0	0x0b	58	1	-
1780261093924	12	0	0x00	80	1	-
1780261093924	13	0	0x00	80	1	-
1780261093924	14	0	0x00	327	1	-
1780261093927	15	0	0x00	90	1	-
1780261093931	16	0	0x00	70	1	-
1780261093931	17	0	0x00	90	1	-
1780261093941	0	0	0x08	101	1	-
